No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
1122,Decreasing,109.3323517,81.49913788,3.332,13.058,63.07411795,5001,Chalk
1123,No trend,56.78688431,372.0289307,8.174,41.78,100.1635266,1001,Lower Greensand
1124,No trend,26.76885414,231.5222778,36.032,42.555,583.1485886,501,Lower Greensand
1125,No trend,105.5111542,63.95486832,9.093,13.058,69.73540592,1001,Crag
1126,No trend,214.4636688,182.3342285,36.032,42.555,428.1710395,251,Chalk
1127,No trend,195.370285,140.7432556,3.332,13.058,210.7575057,1001,Chalk
1128,No trend,560.5665894,531.5617065,6.946,41.78,350.7638831,1,Chalk
1129,Sudden downward change,337.1760254,307.4494324,9.786,16.604,400.9129075,251,Triassic Sandstone
1130,Increasing,217.8759308,129.2814331,9.786,16.604,3800.041365,1001,Triassic Sandstone
1131,Increasing,36.84128952,292.4074097,8.174,42.555,128.0630604,51,Chalk
1132,No trend,134.8897095,193.6470032,13.911,6.465,59.94043393,101,Triassic Sandstone
1133,No trend,205.5949097,165.184082,3.332,13.058,70.59577729,1001,Chalk
1134,Increasing,124.8074493,128.3050842,6.424,7.187,101.4537538,251,Magnesian Limestone
1136,Increasing,236.5161133,200.0541534,36.032,42.555,117.4996093,51,Chalk
1137,No trend,339.8230591,264.5908508,8.174,41.78,80.82547211,1,Chalk
1138,No trend,63.25208282,60.33076096,8.59,16.604,230.1268249,2501,Triassic Sandstone
1139,Increasing,144.8555603,208.2171478,6.424,7.187,32.86557686,1,Unallocated to aquifers
1140,Sudden upward change,206.4980927,392.264679,13.911,6.465,2543.201535,101,Triassic Sandstone
1142,Sudden upward change,151.2657623,232.1815186,13.911,6.465,205.7619533,101,Triassic Sandstone
1146,Increasing,285.3450623,293.0655212,13.911,6.465,164.99278,1,Triassic Sandstone
1147,No trend,14.74662495,84.89885712,3.332,13.058,89.2042126,751,Chalk
1148,No trend,296.5256348,290.9552307,36.032,42.555,37.85776454,51,Chalk
1149,Decreasing,36.18018723,83.92002869,9.786,16.604,193.7679847,1001,Triassic Sandstone
1151,Increasing,127.4707413,373.5166016,13.911,6.465,2957.877331,101,Triassic Sandstone
1152,No trend,109.6145554,188.1646576,8.59,7.187,189.5496895,751,Triassic Sandstone
1153,No trend,84.83283997,88.98336029,6.946,41.78,360.2652316,251,Chalk
1155,Increasing,219.2622986,213.2511902,9.786,16.604,140.9669954,1001,Triassic Sandstone
1156,Increasing,22.88235283,116.21492,36.032,42.555,2352.467613,251,Lower Greensand
1157,Increasing,395.4207153,322.9857788,12.995,41.78,708.792423,101,Chalk
1158,Increasing,25.95186615,102.6160889,36.032,42.555,3564.808955,1001,Chalk
1159,No trend,13.13776016,103.47987,8.59,7.187,825.5010108,51,Chalk
1160,No trend,117.99032,139.7929535,6.424,7.187,869.6839097,1,Magnesian Limestone
1161,Increasing,193.6543121,217.4007874,14.592,42.555,647.6578269,101,Chalk
1162,No trend,137.7857971,89.1448288,3.332,13.058,678.2816251,751,Oolites
1163,No trend,122.7219009,125.3906937,3.332,13.058,123.8243224,1001,Chalk
1164,Sudden upward change,138.3543701,190.1332855,6.424,7.187,641.5430091,1,Magnesian Limestone
1165,Sudden downward change,119.0491562,160.6901703,6.424,7.187,210.9220838,1,Unallocated to aquifers
1166,No trend,218.3881073,181.7810974,9.786,16.604,69.00635084,1001,Permian Sandstone
1167,No trend,114.4504242,86.6570282,3.332,13.058,69.73552328,751,Oolites
1168,Increasing,87.70444489,68.28577423,9.093,13.058,64.23502803,1001,Chalk
1169,Increasing,645.0720825,544.3567505,9.786,16.604,34.95021758,51,Carboniferous Limestone
1170,No trend,298.3174744,262.8019104,36.032,42.555,145.2161373,51,Chalk
1171,No trend,49.82004166,296.6240234,8.174,41.78,185.7561443,1001,Chalk
1172,No trend,249.679657,286.2894592,6.946,41.78,109.3453851,1001,Chalk
1173,No trend,30.78624725,323.8835754,6.946,41.78,145.4687871,1,Lower Greensand
1174,Sudden upward change,288.4499512,306.9715271,8.174,41.78,87.94324574,251,Lower Greensand
1175,No trend,217.7608032,133.7504883,3.332,13.058,70.37686517,5001,Chalk
1176,No trend,65.41602325,18.79509354,4.342,13.058,154.2492909,5001,Chalk
1177,Decreasing,165.4026489,135.830246,9.786,16.604,161.8043022,1001,Triassic Sandstone
1178,No trend,355.884491,312.6632385,3.811,9.611,97.25297179,51,Chalk
1179,No trend,246.7286682,217.4727631,36.032,42.555,299.3409963,51,Chalk
1180,Increasing,23.22000885,130.8479309,36.032,42.555,7232.6589,101,Chalk
1181,Increasing,138.3385315,199.866745,6.424,7.187,53.24833434,1,Unallocated to aquifers
1182,Increasing,350.3098755,402.9104004,14.592,41.78,505.6535332,1001,Chalk
1183,Increasing,493.535614,467.2980652,4.294,9.611,45.26863683,101,Chalk
1184,No trend,485.1356506,405.8288269,6.946,41.78,253.3048114,251,Corallian Limestone
1185,Increasing,234.150528,199.8744049,8.59,7.187,247.8372925,751,Corallian Limestone
1186,Increasing,218.7897034,235.3703461,6.946,42.555,1129.147492,251,Lower Greensand
1188,No trend,19.74499893,110.0291214,3.332,13.058,108.5612305,1001,Chalk
1189,No trend,163.409729,123.8473434,3.332,42.555,798.9376511,101,Chalk
1190,No trend,33.87651825,239.5249786,6.946,42.555,555.1895757,251,Chalk
1191,Sudden upward change,150.0718536,186.4852905,6.424,7.187,751.1091719,1,Fell Sandstone& Border Group
1192,No trend,377.379303,562.6915894,13.911,6.465,133.5838073,1,Carboniferous Limestone
1193,No trend,152.7088013,132.0533752,3.332,13.058,58.8173753,1001,Lower Greensand
1194,Increasing,222.0302582,151.7962341,14.592,42.555,424.6356791,101,Chalk
1195,Decreasing,32.60707855,101.7545166,14.592,13.058,179.0472696,5001,Chalk
1196,Sudden upward change,179.2322998,193.5640259,9.786,16.604,310.9862142,1001,Permian Sandstone
1197,No trend,183.5701904,176.1447754,6.946,41.78,667.3795108,251,Lower Greensand
1198,Increasing,75.05102539,138.6056671,8.59,7.187,53.37724178,251,Triassic Sandstone
1200,Decreasing,23.9595089,50.03888321,3.332,13.058,228.9842627,1001,Chalk
1202,No trend,31.76107979,58.42626953,3.332,13.058,58.98650718,2501,Crag
1203,Increasing,144.0714111,595.4736328,13.911,6.465,128.3713113,1,Carboniferous Limestone
1204,No trend,332.9977722,350.4673157,8.174,41.78,86.99334589,1,Chalk
1205,No trend,42.81171036,192.2204895,9.786,16.604,80.04593518,251,Triassic Sandstone
1206,No trend,132.0789948,136.2315979,9.786,16.604,562.1572367,251,Permian Sandstone
1207,Decreasing,641.963623,484.7336731,9.786,16.604,66.44717072,51,Carboniferous Limestone
1208,No trend,23.51755333,63.14447021,3.332,13.058,58.24113258,1001,Chalk
1209,No trend,741.2384644,775.4138794,9.786,16.604,227.1056496,1,Carboniferous Limestone
1210,No trend,364.1160583,373.5493469,12.995,41.78,199.8946285,101,Chalk
1211,Decreasing,245.6756744,274.7598877,36.032,42.555,103.6462319,251,Chalk
1212,Increasing,34.3927803,248.8721008,6.946,42.555,1313.684528,251,Lower Greensand
1213,No trend,212.3068085,190.4876099,8.59,7.187,107.7101571,51,Chalk
1214,No trend,224.994751,224.1126404,8.174,41.78,231.8106374,1001,Lower Greensand
1215,Increasing,133.9121399,242.6041107,8.59,7.187,20.62126568,751,Corallian Limestone
1216,Increasing,74.45557404,96.22840118,3.332,13.058,97.20781348,1001,Crag
1217,Increasing,658.9675903,626.067749,13.911,6.465,29.2,1,Triassic Sandstone
1218,No trend,413.6852722,462.4932251,12.995,41.78,96.88816642,1001,Chalk
1219,No trend,204.6388855,176.4694061,8.59,7.187,135.7808339,51,Chalk
1220,Increasing,28.41368866,192.976593,36.032,42.555,7872.039139,101,Chalk
1221,No trend,142.0755615,93.58508301,3.332,13.058,70.27853577,5001,Chalk
1222,Increasing,77.60652924,145.7880096,6.946,41.78,649.280274,251,Chalk
1223,Increasing,91.12748718,79.90892792,3.332,13.058,1828.46587,1001,Chalk
1224,No trend,497.2353516,427.6158447,6.946,41.78,146.2443887,501,Corallian Limestone
1225,No trend,16.69984627,111.2463989,8.174,41.78,117.5688221,1001,Carboniferous Limestone
1226,Decreasing,128.5771332,159.3485413,3.332,13.058,66.02359429,1001,Chalk
1227,Decreasing,245.2892609,179.4284058,9.786,16.604,56.15646387,1001,Unallocated to aquifers
1228,Decreasing,162.5477448,87.16954803,3.332,13.058,77.6125121,5001,Chalk
1229,No trend,171.5047607,224.1659851,9.786,16.604,121.4695653,101,Triassic Sandstone
1230,No trend,135.3842773,121.9539413,8.59,7.187,95.04033598,51,Triassic Sandstone
1231,No trend,138.2739716,114.8122482,14.592,42.555,862.1026617,101,Chalk
1232,No trend,207.6489258,187.5621185,9.786,16.604,67.88643923,1001,Permian Sandstone
1233,Increasing,269.6825562,200.7415466,9.786,16.604,96.67322399,251,Unallocated to aquifers
1234,Sudden upward change,32.09848785,108.9566956,9.786,16.604,459.2046178,501,Triassic Sandstone
1235,No trend,30.02057838,47.81088257,3.332,13.058,93.69292264,1001,Chalk
1236,Sudden upward change,117.0189056,62.11329269,8.174,41.78,2192.753817,251,Unallocated to aquifers
1237,Decreasing,146.1503601,141.0503082,3.332,13.058,72.7585578,5001,Chalk
1238,Decreasing,195.0870667,319.2724915,9.786,16.604,459.082266,101,Triassic Sandstone
1239,No trend,275.6262817,277.84021,14.592,42.555,448.86302,101,Chalk
1240,No trend,220.3934021,233.5417328,8.59,7.187,59.38277144,751,Chalk
1241,No trend,17.93634224,110.8118973,3.332,13.058,883.7346446,1001,Chalk
1243,Increasing,312.7817993,310.0421448,8.174,41.78,51.09285005,1,Chalk
1244,Decreasing,33.13424301,130.4746857,9.786,16.604,129.788767,1001,Triassic Sandstone
1245,Increasing,126.9061356,20.80244827,9.093,13.058,1731.928208,1001,Chalk
1246,No trend,124.8445816,186.63797,8.59,7.187,4185.55971,251,Unallocated to aquifers
1247,No trend,251.2821503,270.2487793,8.174,41.78,201.7682076,1,Chalk
1248,No trend,56.13666153,370.724823,6.946,41.78,1516.437549,1,Lower Greensand
1249,Increasing,159.7409515,183.8921509,9.786,16.604,664.1122215,1001,Unallocated to aquifers
1250,No trend,487.8336182,467.5397339,4.294,9.611,405.4597959,101,Chalk
1251,Increasing,303.7303772,239.4082031,4.294,9.611,227.1363244,51,Chalk
1252,No trend,180.822403,415.5879517,4.294,9.611,65.22486735,101,Chalk
1253,No trend,129.3983612,99.28994751,14.592,13.058,59.86446147,251,Chalk
1257,Increasing,334.5168457,333.1503601,3.811,9.611,48.62899224,101,Chalk
1258,No trend,212.0797119,213.4963837,8.174,41.78,490.8021194,1001,Lower Greensand
1259,Decreasing,33.37382507,101.0159607,36.032,42.555,10994.39833,251,Lower Greensand
1260,No trend,52.76531601,235.8293915,8.59,7.187,72.40100522,251,Carboniferous Limestone
1261,No trend,152.7666931,119.5096054,3.332,13.058,485.3939076,1001,Chalk
1263,No trend,161.0939026,74.22412109,3.332,13.058,329.7249332,101,Oolites
1264,Decreasing,116.6134872,139.6375885,3.332,13.058,208.7985324,1001,Chalk
1265,Increasing,43.72896957,153.2321472,9.786,16.604,3833.638824,1001,Triassic Sandstone
1266,No trend,81.64076996,23.43688774,4.342,13.058,401.3481279,5001,Chalk
1267,Decreasing,378.3935547,476.7723083,6.946,41.78,212.7877984,1001,Lower Greensand
1268,No trend,323.498291,283.6716919,36.032,41.78,245.9586609,1,Lower Greensand
1269,Increasing,323.498291,283.6716919,36.032,41.78,245.2857847,1,Lower Greensand
1270,No trend,190.6970062,144.6861267,14.592,42.555,1374.273028,101,Chalk
1271,Increasing,345.988739,316.1874084,8.174,41.78,759.7984437,1,Chalk
1272,Increasing,294.1563721,276.6612549,9.786,16.604,167.4849481,251,Unallocated to aquifers
1273,Increasing,163.6901093,169.7542114,36.032,41.78,1498.485072,1,Lower Greensand
1274,Increasing,191.6245575,279.7728882,13.911,6.465,1595.908809,101,Permian Sandstone
1275,No trend,163.059845,116.7258301,8.174,41.78,1124.09674,251,Chalk
1276,Decreasing,246.7767181,194.0463104,36.032,42.555,99.85678255,51,Chalk
1277,No trend,175.527771,142.8278351,3.332,13.058,54.85743646,1001,Lower Greensand
1278,No trend,336.7860718,312.4100037,8.174,41.78,147.5683248,1,Corallian Limestone
1279,Increasing,150.1906128,156.556076,8.59,16.604,359.8631464,2501,Magnesian Limestone
1280,No trend,357.6434326,308.2402954,8.174,41.78,588.2566495,1,Chalk
1281,No trend,145.1321259,90.10230255,3.332,13.058,71.84249205,101,Oolites
1282,No trend,233.0553436,208.9934692,8.59,7.187,48.10778297,51,Chalk
1283,No trend,319.9574585,351.8453674,8.174,41.78,196.2433767,251,Lower Greensand
1284,No trend,126.0578156,193.0860138,9.786,6.465,1262.515488,1,Triassic Sandstone
1285,Sudden downward change,34.77033997,88.27381897,3.332,13.058,76.50507029,1001,Chalk
1286,No trend,117.1233292,105.1455383,36.032,42.555,513.6990736,51,Corallian Limestone
1287,No trend,138.5021515,194.5946808,3.332,13.058,185.9168101,751,Chalk
1288,No trend,382.305481,352.5584412,12.995,41.78,166.2842116,101,Chalk
1289,No trend,89.12371063,68.2286911,3.332,13.058,55.99108022,751,Oolites
1290,No trend,326.8838806,318.8534241,4.294,9.611,440.7782491,51,Chalk
1291,Increasing,187.7241364,322.3743286,13.911,6.465,1927.221237,101,Triassic Sandstone
1292,Increasing,91.84408569,155.7343597,6.424,7.187,650.4380534,251,Carboniferous Limestone
1293,Increasing,331.1888123,271.4632263,8.174,41.78,104.7379505,1,Chalk
1295,Sudden upward change,129.6452026,167.4047699,6.424,7.187,193.3711364,251,Magnesian Limestone
1296,No trend,128.2449799,204.3347168,6.424,7.187,31.75755386,1,Fell Sandstone& Border Group
1297,No trend,21.47619438,92.58666992,8.174,41.78,908.7868396,251,Chalk
1298,No trend,420.4756775,390.5372314,6.946,41.78,1102.450033,1,Chalk
1300,Decreasing,143.4769135,190.9584351,18.409,16.604,950.7105279,251,Unallocated to aquifers
1301,Increasing,320.0713196,194.6483307,8.59,7.187,27.34947313,751,Triassic Sandstone
1302,No trend,51.0381279,56.55292892,8.59,16.604,125.185411,2501,Triassic Sandstone
1303,Increasing,148.8843231,216.9591064,6.424,7.187,452.051074,1,Fell Sandstone& Border Group
1304,No trend,222.780304,212.3271942,6.946,41.78,697.3356565,1001,Lower Greensand
1305,No trend,343.290802,308.3738708,14.592,41.78,651.6284393,1001,Chalk
1306,Increasing,23.70909309,129.3909912,36.032,42.555,9877.505574,251,Chalk
1307,Decreasing,100.2925568,18.55147362,4.342,13.058,927.2258037,5001,Chalk
1308,No trend,156.6133728,141.8507385,3.332,13.058,107.4723289,5001,Chalk
1309,No trend,52.14626312,411.5465698,8.174,41.78,164.6332833,1,Lower Greensand
1310,Increasing,173.7041016,295.6201172,12.995,41.78,465.5663602,1001,Chalk
1311,No trend,231.4875793,178.6277008,3.332,13.058,55.90243169,1001,Chalk
1312,Increasing,434.183197,518.1970215,3.811,9.611,121.3236171,51,Unallocated to aquifers
1313,No trend,217.9839935,165.1656342,3.332,13.058,310.7146063,1001,Chalk
1314,Decreasing,69.75466919,112.4439621,3.332,13.058,89.20875513,5001,Chalk
1315,No trend,241.2522736,222.7363281,36.032,42.555,67.90606462,51,Chalk
1316,No trend,375.5375061,424.2930298,6.946,42.555,270.5367473,501,Chalk
1317,No trend,130.8780823,102.9577408,3.332,13.058,189.1825519,751,Oolites
1319,No trend,74.73753357,116.8774261,3.332,13.058,94.38131244,751,Oolites
1320,No trend,147.59729,95.93961334,14.592,13.058,89.94651423,5001,Lower Greensand
1321,Decreasing,107.7032242,63.41498184,3.332,13.058,484.4695203,1001,Chalk
1322,No trend,332.9977722,338.4893494,8.174,41.78,86.7425041,1,Chalk
1323,Increasing,417.8782043,437.5160828,12.995,41.78,90.90130055,1,Chalk
1324,Decreasing,52.8117218,105.237175,3.332,13.058,53.85627571,5001,Chalk
1325,No trend,40.23436356,70.05329895,3.332,13.058,293.2552877,751,Oolites
1326,No trend,92.8659668,163.8606415,6.946,41.78,641.4535034,251,Lower Greensand
1327,No trend,34.70040894,238.7321625,6.946,42.555,1247.016683,251,Chalk
1328,No trend,262.8390808,290.6195068,4.294,41.78,74.76979946,1,Chalk
1330,No trend,274.217804,495.0984802,4.294,9.611,105.0537973,51,Triassic Sandstone
1331,Increasing,372.3112488,359.5215149,6.946,41.78,104.1129484,1,Chalk
1332,No trend,350.1438599,405.6485901,6.946,42.555,300.9461,501,Lower Greensand
1333,Increasing,303.8314,303.3551941,14.592,41.78,412.9874853,1001,Unallocated to aquifers
1334,No trend,164.5738373,204.9097595,9.786,16.604,101.8949051,1001,Unallocated to aquifers
1335,No trend,295.7182922,263.4841003,8.174,41.78,317.9154996,1,Chalk
1336,No trend,252.3287964,257.9859619,8.174,41.78,187.7881529,1001,Lower Greensand
1337,Decreasing,282.680542,289.605896,11.001,42.555,853.3211163,101,Chalk
1338,No trend,155.1754761,182.0183258,3.332,13.058,59.01199862,1001,Chalk
1339,Decreasing,97.60526276,73.7217865,3.332,13.058,68.87318943,5001,Chalk
1340,No trend,73.18843079,119.3577042,3.332,13.058,123.1795832,1001,Chalk
1341,No trend,365.4687805,366.5214233,36.032,42.555,33.37152019,51,Oolites
1343,No trend,97.15387726,107.6465683,3.332,13.058,392.8630863,751,Oolites
1344,No trend,33.68171692,100.5873718,14.592,42.555,101.1184739,101,Chalk
1345,No trend,306.4598083,300.8807983,8.174,41.78,45.24184227,1,Chalk
1346,No trend,405.1703796,397.3582764,8.174,41.78,85.32159528,1,Chalk
1347,No trend,42.99192429,213.3078461,9.786,16.604,154.1298702,1001,Unallocated to aquifers
1348,No trend,272.3014221,252.0931702,14.592,42.555,590.6081784,101,Chalk
1349,Increasing,399.054657,343.2481384,14.592,41.78,868.9381892,1001,Chalk
1350,Increasing,360.8760376,349.1477051,12.995,41.78,160.3356091,101,Chalk
1352,Increasing,156.9606018,42.56606293,3.332,13.058,212.3928299,1001,Chalk
1353,No trend,321.862915,491.5174255,13.911,6.465,207.0998498,1,Triassic Sandstone
1354,Decreasing,120.4643097,55.89146805,14.592,13.058,72.65638035,1001,Chalk
1355,No trend,39.10848236,211.484726,36.032,42.555,427.0597198,51,Chalk
1356,No trend,303.8683472,267.7376404,8.174,41.78,70.94770703,1,Chalk
1357,Decreasing,364.0977173,338.5452576,12.995,41.78,159.1057851,101,Chalk
1358,Increasing,65.91127014,565.8453979,13.911,6.465,481.7300633,1,Carboniferous Limestone
1359,No trend,153.0506897,131.1281433,3.332,13.058,86.2844897,5001,Chalk
1360,No trend,83.88788605,143.8440094,6.424,7.187,375.5917919,251,Magnesian Limestone
1361,No trend,288.680542,259.1808777,8.174,41.78,192.8249192,1,Chalk
1362,No trend,6.983533859,23.93022156,4.342,13.058,250.8387839,5001,Chalk
1363,No trend,118.5463028,100.709465,9.786,16.604,4019.880884,1001,Magnesian Limestone
1364,No trend,222.6406555,127.8422928,6.946,42.555,1243.198947,251,Chalk
1366,Increasing,8.033177376,85.01051331,3.332,13.058,131.4715418,101,Oolites
1367,Decreasing,221.8522186,323.6365967,13.911,6.465,4957.843232,101,Triassic Sandstone
1368,No trend,374.3360596,524.9489746,13.911,6.465,168.8209661,1,Triassic Sandstone
1371,Sudden upward change,30.53768349,86.37137604,3.332,13.058,67.24987393,1001,Lower Greensand
1372,No trend,446.7051697,405.5802307,13.911,6.465,19.34785143,1,Carboniferous Limestone
1373,Increasing,79.69723511,82.39739227,36.032,42.555,10459.34889,101,Chalk
1374,No trend,32.76458359,249.6851044,12.995,41.78,256.9116557,1001,Chalk
1375,No trend,388.5159912,343.1766968,8.174,41.78,293.737273,501,Corallian Limestone
1376,Increasing,249.1795807,254.2904816,13.911,6.465,240.45939,101,Triassic Sandstone
